Attitude,,,,Error,,,DError,,,Torque,,
0.7243277,-0.6216446,-0.03422071,0.2962033,3.814697E-06,0,-93.21002,0,0,0,-1.144409E-06,0,27.96301
0.7208748,-0.6256454,-0.03258022,0.2963882,3.814697E-06,0,-92.57556,0,0,-5.075684,-1.144409E-06,0,22.69699
0.714598,-0.6328051,-0.02962208,0.2966985,1.907349E-06,0,-91.43246,1.525879E-05,0,-9.144775,1.468658E-05,0,18.28497
0.7082343,-0.6399193,-0.02665366,0.2969798,0,0,-90.28656,1.525879E-05,0,-9.167236,1.525879E-05,0,17.91873
0.7017998,-0.6469696,-0.02368258,0.2972315,0,0,-89.14063,0,0,-9.16748,0,0,17.57471
0.6952951,-0.6539551,-0.02070912,0.2974534,1.907349E-06,0,-87.99472,-1.525879E-05,0,-9.167236,-1.583099E-05,0,17.23118
0.6887209,-0.6608753,-0.0177336,0.2976457,1.907349E-06,0,-86.84882,0,0,-9.167236,-5.722046E-07,0,16.88741
0.6820778,-0.6677293,-0.01475631,0.2978081,1.907349E-06,0,-85.70288,0,0,-9.16748,-5.722046E-07,0,16.54338
0.6753665,-0.6745166,-0.01177754,0.2979408,0,0,-84.55695,1.525879E-05,0,-9.16748,1.525879E-05,0,16.1996
0.6685877,-0.6812364,-0.008797592,0.2980437,0,0,-83.41104,0,0,-9.167236,0,0,15.85608
0.661742,-0.6878881,-0.005816766,0.2981167,0,0,-82.26514,0,0,-9.167236,0,0,15.51231
0.6548302,-0.6944711,-0.002835356,0.29816,0,0,-81.11923,0,0,-9.167236,0,0,15.16854
0.6478528,-0.7009845,0.0001463366,0.2981735,3.814697E-06,1.525879E-05,-79.9733,-3.051758E-05,-0.0001220703,-9.16748,-3.166199E-05,-0.000126648,14.82451
0.6408107,-0.7074279,0.003127999,0.2981571,1.907349E-06,1.525879E-05,-78.82739,1.525879E-05,0,-9.167236,1.468658E-05,-4.577637E-06,14.48098
0.6337045,-0.7138005,0.006109353,0.298111,1.907349E-06,1.525879E-05,-77.68146,0,0,-9.16748,-5.722046E-07,-4.577637E-06,14.13696
0.6265349,-0.7201018,0.009090098,0.298035,0,1.525879E-05,-76.53555,1.525879E-05,0,-9.167236,1.525879E-05,-4.577637E-06,13.79343
0.6193027,-0.7263311,0.01206994,0.2979292,3.814697E-06,1.525879E-05,-75.38965,-3.051758E-05,0,-9.167236,-3.166199E-05,-4.577637E-06,13.44966
0.6120085,-0.7324877,0.01504857,0.2977936,1.907349E-06,1.525879E-05,-74.24371,1.525879E-05,0,-9.16748,1.468658E-05,-4.577637E-06,13.10563
0.6046532,-0.738571,0.0180257,0.2976282,0,1.525879E-05,-73.09781,1.525879E-05,0,-9.167236,1.525879E-05,-4.577637E-06,12.76211
0.5972374,-0.7445805,0.02100103,0.2974331,1.907349E-06,1.525879E-05,-71.9519,-1.525879E-05,0,-9.167236,-1.583099E-05,-4.577637E-06,12.41833
0.5897619,-0.7505155,0.02397425,0.2972082,0,1.525879E-05,-70.80597,1.525879E-05,0,-9.16748,1.525879E-05,-4.577637E-06,12.07431
0.5822273,-0.7563755,0.02694508,0.2969536,3.814697E-06,1.525879E-05,-69.66006,-3.051758E-05,0,-9.167236,-3.166199E-05,-4.577637E-06,11.73078
0.5746346,-0.7621599,0.02991322,0.2966693,1.907349E-06,3.051758E-05,-68.51413,1.525879E-05,-0.0001220703,-9.16748,1.468658E-05,-0.0001312256,11.38676
0.5669844,-0.767868,0.03287835,0.2963553,-3.814697E-06,1.525879E-05,-67.36823,4.577637E-05,0.0001220703,-9.167236,4.692078E-05,0.0001174927,11.04323
0.5592774,-0.7734994,0.03584021,0.2960117,-3.814697E-06,1.525879E-05,-66.22232,0,0,-9.167236,1.144409E-06,-4.577637E-06,10.69946
0.5515146,-0.7790534,0.03879849,0.2956385,0,1.525879E-05,-65.07642,-3.051758E-05,0,-9.167236,-3.051758E-05,-4.577637E-06,10.35569
0.5436966,-0.7845295,0.04175289,0.2952358,0,1.525879E-05,-63.93048,0,0,-9.16748,0,-4.577637E-06,10.01167
0.5358243,-0.7899271,0.04470311,0.2948035,-1.907349E-06,1.525879E-05,-62.78458,1.525879E-05,0,-9.167236,1.583099E-05,-4.577637E-06,9.668137
0.5278984,-0.7952459,0.04764887,0.2943417,0,1.525879E-05,-61.63864,-1.525879E-05,0,-9.16748,-1.525879E-05,-4.577637E-06,9.324112
0.5199196,-0.800485,0.05058985,0.2938505,-1.907349E-06,1.525879E-05,-60.49274,1.525879E-05,0,-9.167236,1.583099E-05,-4.577637E-06,8.980585
0.5118889,-0.8056441,0.05352578,0.2933299,-1.907349E-06,1.525879E-05,-59.3468,0,0,-9.16748,5.722046E-07,-4.577637E-06,8.63656
0.5038071,-0.8107226,0.05645635,0.29278,0,1.525879E-05,-58.2009,-1.525879E-05,0,-9.167236,-1.525879E-05,-4.577637E-06,8.293034
0.4956748,-0.81572,0.05938127,0.2922008,-1.907349E-06,1.525879E-05,-57.05499,1.525879E-05,0,-9.167236,1.583099E-05,-4.577637E-06,7.949263
0.4874929,-0.8206359,0.06230026,0.2915924,-1.907349E-06,1.525879E-05,-55.90906,0,0,-9.16748,5.722046E-07,-4.577637E-06,7.605238
0.4792623,-0.8254697,0.06521302,0.2909549,-1.907349E-06,1.525879E-05,-54.76315,0,0,-9.167236,5.722046E-07,-4.577637E-06,7.261711
0.4709838,-0.8302209,0.06811926,0.2902882,-1.907349E-06,1.525879E-05,-53.61725,0,0,-9.167236,5.722046E-07,-4.577637E-06,6.917938
0.4626582,-0.8348892,0.07101869,0.2895925,0,1.525879E-05,-52.47131,-1.525879E-05,0,-9.16748,-1.525879E-05,-4.577637E-06,6.573915
0.4542863,-0.839474,0.07391101,0.2888678,-3.814697E-06,1.525879E-05,-51.32541,3.051758E-05,0,-9.167236,3.166199E-05,-4.577637E-06,6.230387
0.445869,-0.8439748,0.07679596,0.2881142,-1.907349E-06,1.525879E-05,-50.1795,-1.525879E-05,0,-9.167236,-1.468658E-05,-4.577637E-06,5.886616
0.4374071,-0.8483912,0.07967322,0.2873319,-1.907349E-06,1.525879E-05,-49.0336,0,0,-9.167236,5.722046E-07,-4.577637E-06,5.542844
0.4289014,-0.8527228,0.08254249,0.2865208,-3.814697E-06,1.525879E-05,-47.88766,1.525879E-05,0,-9.16748,1.64032E-05,-4.577637E-06,5.198819
0.4203529,-0.8569691,0.08540353,0.2856811,-1.907349E-06,1.525879E-05,-46.74176,-1.525879E-05,0,-9.167236,-1.468658E-05,-4.577637E-06,4.855292
0.4117624,-0.8611297,0.08825602,0.2848128,-1.907349E-06,1.525879E-05,-45.59583,0,0,-9.16748,5.722046E-07,-4.577637E-06,4.511268
0.4031306,-0.8652042,0.09109969,0.283916,-1.907349E-06,1.525879E-05,-44.44992,0,0,-9.167236,5.722046E-07,-4.577637E-06,4.167741
0.3944586,-0.8691922,0.09393425,0.2829908,-1.907349E-06,1.525879E-05,-43.30402,0,0,-9.167236,5.722046E-07,-4.577637E-06,3.823969
0.3857471,-0.8730932,0.09675942,0.2820373,-1.907349E-06,0,-42.15808,0,0.0001220703,-9.16748,5.722046E-07,0.0001220703,3.479944
0.376997,-0.8769069,0.09957492,0.2810556,0,1.525879E-05,-41.01218,-1.525879E-05,-0.0001220703,-9.167236,-1.525879E-05,-0.000126648,3.136417
0.3682093,-0.880633,0.1023805,0.2800458,1.907349E-06,1.525879E-05,-39.86627,-1.525879E-05,0,-9.167236,-1.583099E-05,-4.577637E-06,2.792645
0.3593847,-0.8842711,0.1051757,0.2790081,0,1.525879E-05,-38.72034,1.525879E-05,0,-9.16748,1.525879E-05,-4.577637E-06,2.448621
0.3505242,-0.8878207,0.1079605,0.2779424,0,0,-37.57443,0,0.0001220703,-9.167236,0,0.0001220703,2.105094
0.3416286,-0.8912814,0.1107345,0.2768489,0,1.525879E-05,-36.42853,0,-0.0001220703,-9.167236,0,-0.000126648,1.761322
0.3326989,-0.8946531,0.1134974,0.2757277,0,0,-35.28259,0,0.0001220703,-9.16748,0,0.0001220703,1.417297
0.3237358,-0.8979353,0.116249,0.274579,0,0,-34.13669,0,0,-9.167236,0,0,1.073771
0.3147404,-0.9011277,0.1189889,0.2734028,0,0,-32.99078,0,0,-9.167236,0,0,0.7299995
0.3057136,-0.90423,0.1217169,0.2721992,1.907349E-06,0,-31.84485,-1.525879E-05,0,-9.16748,-1.583099E-05,0,0.3859749
0.2966775,-0.9072348,0.1244264,0.2709714,1.907349E-06,0,-30.70166,0,0,-9.145508,-5.722046E-07,0,0.064991
0.287691,-0.9101244,0.1271001,0.2697277,3.814697E-06,1.525879E-05,-29.56839,-1.525879E-05,-0.0001220703,-9.066162,-1.64032E-05,-0.000126648,-0.1956444
0.278802,-0.9128866,0.1297243,0.2684754,0,1.525879E-05,-28.4509,3.051758E-05,0,-8.939941,3.051758E-05,-4.577637E-06,-0.4046717
0.2700492,-0.9155141,0.1322888,0.2672211,0,1.525879E-05,-27.35376,0,0,-8.7771,0,-4.577637E-06,-0.5709715
0.2614633,-0.918003,0.1347856,0.2659705,3.814697E-06,1.525879E-05,-26.28058,-3.051758E-05,0,-8.585449,-3.166199E-05,-4.577637E-06,-0.7012753
0.2530684,-0.9203526,0.137209,0.2647284,3.814697E-06,1.525879E-05,-25.23401,0,0,-8.372559,-1.144409E-06,-4.577637E-06,-0.8023558
0.2448833,-0.9225643,0.1395551,0.2634992,0,1.525879E-05,-24.21613,3.051758E-05,0,-8.143066,3.051758E-05,-4.577637E-06,-0.8782287
0.2369217,-0.9246409,0.1418213,0.2622864,0,1.525879E-05,-23.22833,0,0,-7.902344,0,-4.577637E-06,-0.9338436
0.2291938,-0.9265867,0.1440061,0.2610932,0,0,-22.27164,0,0.0001220703,-7.653564,0,0.0001220703,-0.9720731
0.2217061,-0.9284067,0.1461092,0.2599222,0,0,-21.34653,0,0,-7.400879,0,0,-0.9969206
0.2144627,-0.9301067,0.1481308,0.2587754,0,0,-20.45331,0,0,-7.145752,0,0,-1.009759
0.2074651,-0.9316925,0.1500718,0.2576546,1.907349E-06,1.525879E-05,-19.59192,-1.525879E-05,-0.0001220703,-6.891113,-1.583099E-05,-0.000126648,-1.013537
0.2007132,-0.9331703,0.1519336,0.2565612,0,1.525879E-05,-18.76215,1.525879E-05,0,-6.638184,1.525879E-05,-4.577637E-06,-1.00954
0.1942053,-0.9345464,0.1537178,0.2554961,0,0,-17.96359,0,0.0001220703,-6.388428,0,0.0001220703,-0.9993496
0.1879383,-0.9358268,0.1554265,0.2544603,0,0,-17.19568,0,0,-6.143311,0,0,-0.9846067
0.1819084,-0.9370176,0.1570618,0.2534542,0,1.525879E-05,-16.45779,0,-0.0001220703,-5.903076,0,-0.000126648,-0.9657378
0.1761107,-0.9381245,0.158626,0.2524781,0,1.525879E-05,-15.74918,0,0,-5.668945,0,-4.577637E-06,-0.9441924
0.17054,-0.9391532,0.1601217,0.2515322,0,0,-15.06909,0,0.0001220703,-5.440674,0,0.0001220703,-0.9199462
0.1651902,-0.940109,0.1615511,0.2506165,-1.907349E-06,0,-14.41669,1.525879E-05,0,-5.219238,1.583099E-05,0,-0.8942318
0.1600554,-0.9409968,0.1629169,0.2497308,-1.907349E-06,0,-13.79108,0,0,-5.004883,5.722046E-07,0,-0.8675594
0.1551289,-0.9418215,0.1642215,0.2488749,-3.814697E-06,0,-13.19141,1.525879E-05,0,-4.797363,1.64032E-05,0,-0.8399413
0.1504043,-0.9425875,0.1654674,0.2480483,-1.907349E-06,0,-12.61679,-1.525879E-05,0,-4.596924,-1.468658E-05,0,-0.8118865
0.1458749,-0.9432991,0.166657,0.2472506,-3.814697E-06,0,-12.06638,1.525879E-05,0,-4.40332,1.64032E-05,0,-0.7834074
0.1415338,-0.9439601,0.1677927,0.2464813,0,0,-11.53922,-3.051758E-05,0,-4.217285,-3.051758E-05,0,-0.7555206
0.1373746,-0.9445745,0.1688768,0.2457398,0,1.525879E-05,-11.03445,0,-0.0001220703,-4.038086,0,-0.000126648,-0.7277496
0.1333904,-0.9451453,0.1699114,0.2450255,-1.907349E-06,0,-10.55127,1.525879E-05,0.0001220703,-3.865479,1.583099E-05,0.0001220703,-0.7000976
0.1295749,-0.945676,0.1708989,0.2443378,0,0,-10.08881,-1.525879E-05,0,-3.699707,-1.525879E-05,0,-0.6730649
0.1259215,-0.9461694,0.1718414,0.243676,0,0,-9.64621,0,0,-3.540771,0,0,-0.6469085
0.1224241,-0.9466282,0.1727407,0.2430393,-1.907349E-06,0,-9.222748,1.525879E-05,0,-3.387695,1.583099E-05,0,-0.6208708
0.1190764,-0.9470552,0.1735989,0.242427,-1.907349E-06,0,-8.817596,0,0,-3.241211,5.722046E-07,0,-0.595932
0.1158726,-0.9474525,0.1744178,0.2418385,-1.907349E-06,1.525879E-05,-8.430023,0,-0.0001220703,-3.100586,5.722046E-07,-0.000126648,-0.571579
0.1128067,-0.9478224,0.1751993,0.2412729,-1.907349E-06,0,-8.059265,0,0.0001220703,-2.966064,5.722046E-07,0.0001220703,-0.5482848
0.1098733,-0.9481669,0.1759451,0.2407296,0,1.525879E-05,-7.704682,-1.525879E-05,-0.0001220703,-2.836666,-1.525879E-05,-0.000126648,-0.5252614
0.1070668,-0.9484879,0.1766568,0.2402079,0,0,-7.365571,0,0.0001220703,-2.712891,0,0.0001220703,-0.5032194
0.104382,-0.9487872,0.1773359,0.239707,1.907349E-06,0,-7.04126,-1.525879E-05,0,-2.594482,-1.583099E-05,0,-0.4821043
0.1018138,-0.9490662,0.177984,0.2392261,1.907349E-06,1.525879E-05,-6.73111,0,-0.0001220703,-2.481201,-5.722046E-07,-0.000126648,-0.461868
0.09935737,-0.9493265,0.1786025,0.2387647,0,0,-6.434571,1.525879E-05,0.0001220703,-2.372314,1.525879E-05,0.0001220703,-0.4419432
0.09700795,-0.9495695,0.1791928,0.238322,0,0,-6.151001,0,0,-2.268555,0,0,-0.4232541
0.09476103,-0.9497963,0.1797561,0.2378974,0,0,-5.879883,0,0,-2.168945,0,0,-0.4049803
0.09261223,-0.9500082,0.1802938,0.2374901,0,0,-5.620667,0,0,-2.07373,0,0,-0.3875303
0.09055737,-0.9502063,0.180807,0.2370997,0,0,-5.372834,0,0,-1.982666,0,0,-0.3708159
0.08859241,-0.9503915,0.1812969,0.2367253,0,0,-5.135895,0,0,-1.895508,0,0,-0.3547392
0.0867135,-0.9505647,0.1817645,0.2363665,0,0,-4.909363,0,0,-1.812256,0,0,-0.3394468
0.08491695,-0.950727,0.1822109,0.2360226,1.907349E-06,1.525879E-05,-4.692811,-1.525879E-05,-0.0001220703,-1.732422,-1.583099E-05,-0.000126648,-0.3245786
0.08319917,-0.9508788,0.182637,0.235693,0,1.525879E-05,-4.485779,1.525879E-05,0,-1.65625,1.525879E-05,-4.577637E-06,-0.3105161
0.08155677,-0.9510211,0.1830438,0.2353772,1.907349E-06,0,-4.287873,-1.525879E-05,0.0001220703,-1.583252,-1.583099E-05,0.0001220703,-0.29689
0.07998647,-0.9511545,0.1834322,0.2350746,1.907349E-06,0,-4.098664,0,0,-1.513672,-5.722046E-07,0,-0.2840726
0.07848516,-0.9512795,0.1838029,0.2347848,0,0,-3.917817,1.525879E-05,0,-1.446777,1.525879E-05,0,-0.2714323
0.07704981,-0.9513969,0.184157,0.2345072,0,0,-3.744904,0,0,-1.383301,0,0,-0.2598295
0.07567759,-0.951507,0.184495,0.2342414,0,0,-3.579651,0,0,-1.322021,0,0,-0.248126
0.07436568,-0.9516104,0.1848178,0.2339868,1.907349E-06,0,-3.421662,-1.525879E-05,0,-1.263916,-1.583099E-05,0,-0.2374175
0.07311149,-0.9517076,0.185126,0.233743,0,0,-3.27063,1.525879E-05,0,-1.208252,1.525879E-05,0,-0.2270628
0.07191251,-0.951799,0.1854203,0.2335096,0,0,-3.126282,0,0,-1.154785,0,0,-0.2169005
0.07076629,-0.9518849,0.1857013,0.2332862,0,0,-2.988282,0,0,-1.104004,0,0,-0.2075194
0.06967054,-0.9519657,0.1859697,0.2330723,0,0,-2.856385,0,0,-1.055176,0,0,-0.1982603
0.06862304,-0.9520417,0.1862261,0.2328675,0,1.525879E-05,-2.730317,0,-0.0001220703,-1.008545,0,-0.000126648,-0.1894499
0.06762164,-0.9521134,0.1864709,0.2326715,0,0,-2.609772,0,0.0001220703,-0.9643555,0,0.0001220703,-0.1814238
0.06666439,-0.9521809,0.1867047,0.2324839,0,0,-2.494568,0,0,-0.9216309,0,0,-0.1732603
0.06574931,-0.9522445,0.1869281,0.2323044,0,0,-2.38443,0,0,-0.8811035,0,0,-0.1657743
0.06487457,-0.9523045,0.1871414,0.2321326,0,0,-2.279175,0,0,-0.842041,0,0,-0.1582884
0.06403839,-0.9523611,0.1873451,0.2319682,0,0,-2.178559,0,0,-0.8049316,0,0,-0.151364
0.06323906,-0.9524145,0.1875398,0.2318108,0,0,-2.082398,0,0,-0.7692871,0,0,-0.1445677
0.06247494,-0.9524649,0.1877257,0.2316603,1.907349E-06,0,-1.990448,-1.525879E-05,0,-0.7355957,-1.583099E-05,0,-0.1384611
